task_id,base,form,family,category_hint,exact_current_task,current_task_path,candidate_current_tasks,evas_status,spectre_status,evas_weighted_total,spectre_weighted_total,evas_staged_files,spectre_staged_files,evas_staged_source_files,spectre_staged_source_files,staged_source_hash_match,evas_staged_dir,spectre_staged_dir,materialization_state,missing_source_pieces,asset_type,benchmark_split,release_form,provenance_status,source_main120_id,badcase_origin,counts_model_capability,counts_benchmark_coverage,counts_bugfix_claim,promotion_blockers
vbm1_leaky_hold_bugfix,leaky_hold,bugfix,bugfix,sample-hold,yes,tasks/bugfix/voltage/sample-hold/vbm1_leaky_hold_bugfix,,PASS,PASS,1.0,1.0,leaky_hold.va;tb_leaky_hold_ref.scs,leaky_hold.va;tb_leaky_hold_ref.scs,leaky_hold.va;tb_leaky_hold_ref.scs,leaky_hold.va;tb_leaky_hold_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_leaky_hold_bugfix/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_leaky_hold_bugfix/staged,has_exact_task_id,,vabench_task,vabench-main-v1,true-bugfix,reconstructed_badcase,vbm1_leaky_hold_bugfix,reconstructed,true,true,true,
vbm1_leaky_hold_dut,leaky_hold,dut,spec-to-va,sample-hold,no,,sample_hold_smoke:0.33;vbm1_leaky_hold_bugfix:0.29,PASS,PASS,1.0,1.0,leaky_hold.va;tb_leaky_hold_ref.scs,leaky_hold.va;tb_leaky_hold_ref.scs,leaky_hold.va;tb_leaky_hold_ref.scs,leaky_hold.va;tb_leaky_hold_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_leaky_hold_dut/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_leaky_hold_dut/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_leaky_hold_dut,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_leaky_hold_e2e,leaky_hold,e2e,end-to-end,sample-hold,no,,sample_hold_smoke:0.33;vbm1_leaky_hold_bugfix:0.29,PASS,PASS,1.0,1.0,leaky_hold.va;tb_leaky_hold_ref.scs,leaky_hold.va;tb_leaky_hold_ref.scs,leaky_hold.va;tb_leaky_hold_ref.scs,leaky_hold.va;tb_leaky_hold_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_leaky_hold_e2e/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_leaky_hold_e2e/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_leaky_hold_e2e,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_leaky_hold_tb,leaky_hold,tb,tb-generation,sample-hold,no,,sample_hold_smoke:0.33;vbm1_leaky_hold_bugfix:0.29,PASS,PASS,1.0,1.0,leaky_hold.va;tb_leaky_hold_ref.scs,leaky_hold.va;tb_leaky_hold_ref.scs,leaky_hold.va;tb_leaky_hold_ref.scs,leaky_hold.va;tb_leaky_hold_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_leaky_hold_tb/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_leaky_hold_tb/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_leaky_hold_tb,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_lock_detector_bugfix,lock_detector,bugfix,bugfix,pll-clock,no,,,PASS,PASS,1.0,1.0,lock_detector.va;tb_lock_detector_ref.scs,lock_detector.va;tb_lock_detector_ref.scs,lock_detector.va;tb_lock_detector_ref.scs,lock_detector.va;tb_lock_detector_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_lock_detector_bugfix/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_lock_detector_bugfix/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,evidence-only,historical_bugfix_fixed_only,vbm1_lock_detector_bugfix,,false,false,false,missing_buggy_fixed_pair;needs_D004_review;missing_prompt_meta_checks_gold_review
vbm1_lock_detector_dut,lock_detector,dut,spec-to-va,pll-clock,no,,,PASS,PASS,1.0,1.0,lock_detector.va;tb_lock_detector_ref.scs,lock_detector.va;tb_lock_detector_ref.scs,lock_detector.va;tb_lock_detector_ref.scs,lock_detector.va;tb_lock_detector_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_lock_detector_dut/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_lock_detector_dut/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_lock_detector_dut,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_lock_detector_e2e,lock_detector,e2e,end-to-end,pll-clock,no,,,PASS,PASS,1.0,1.0,lock_detector.va;tb_lock_detector_ref.scs,lock_detector.va;tb_lock_detector_ref.scs,lock_detector.va;tb_lock_detector_ref.scs,lock_detector.va;tb_lock_detector_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_lock_detector_e2e/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_lock_detector_e2e/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_lock_detector_e2e,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_lock_detector_tb,lock_detector,tb,tb-generation,pll-clock,no,,,PASS,PASS,1.0,1.0,lock_detector.va;tb_lock_detector_ref.scs,lock_detector.va;tb_lock_detector_ref.scs,lock_detector.va;tb_lock_detector_ref.scs,lock_detector.va;tb_lock_detector_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_lock_detector_tb/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_lock_detector_tb/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_lock_detector_tb,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_offset_calibration_fsm_bugfix,offset_calibration_fsm,bugfix,bugfix,calibration,no,,,PASS,PASS,1.0,1.0,offset_calibration_fsm.va;tb_offset_calibration_fsm_ref.scs,offset_calibration_fsm.va;tb_offset_calibration_fsm_ref.scs,offset_calibration_fsm.va;tb_offset_calibration_fsm_ref.scs,offset_calibration_fsm.va;tb_offset_calibration_fsm_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_offset_calibration_fsm_bugfix/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_offset_calibration_fsm_bugfix/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,evidence-only,historical_bugfix_fixed_only,vbm1_offset_calibration_fsm_bugfix,,false,false,false,missing_buggy_fixed_pair;needs_D004_review;missing_prompt_meta_checks_gold_review
vbm1_offset_calibration_fsm_dut,offset_calibration_fsm,dut,spec-to-va,calibration,no,,,PASS,PASS,1.0,1.0,offset_calibration_fsm.va;tb_offset_calibration_fsm_ref.scs,offset_calibration_fsm.va;tb_offset_calibration_fsm_ref.scs,offset_calibration_fsm.va;tb_offset_calibration_fsm_ref.scs,offset_calibration_fsm.va;tb_offset_calibration_fsm_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_offset_calibration_fsm_dut/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_offset_calibration_fsm_dut/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_offset_calibration_fsm_dut,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_offset_calibration_fsm_e2e,offset_calibration_fsm,e2e,end-to-end,calibration,no,,,PASS,PASS,1.0,1.0,offset_calibration_fsm.va;tb_offset_calibration_fsm_ref.scs,offset_calibration_fsm.va;tb_offset_calibration_fsm_ref.scs,offset_calibration_fsm.va;tb_offset_calibration_fsm_ref.scs,offset_calibration_fsm.va;tb_offset_calibration_fsm_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_offset_calibration_fsm_e2e/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_offset_calibration_fsm_e2e/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_offset_calibration_fsm_e2e,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_offset_calibration_fsm_tb,offset_calibration_fsm,tb,tb-generation,calibration,no,,,PASS,PASS,1.0,1.0,offset_calibration_fsm.va;tb_offset_calibration_fsm_ref.scs,offset_calibration_fsm.va;tb_offset_calibration_fsm_ref.scs,offset_calibration_fsm.va;tb_offset_calibration_fsm_ref.scs,offset_calibration_fsm.va;tb_offset_calibration_fsm_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_offset_calibration_fsm_tb/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_offset_calibration_fsm_tb/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_offset_calibration_fsm_tb,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_offset_comparator_bugfix,offset_comparator,bugfix,bugfix,comparator,no,,comparator_offset_tb:0.67;comparator_offset_search_smoke:0.29,PASS,PASS,1.0,1.0,cmp_offset_ref.va;tb_comparator_offset_ref.scs,cmp_offset_ref.va;tb_comparator_offset_ref.scs,cmp_offset_ref.va;tb_comparator_offset_ref.scs,cmp_offset_ref.va;tb_comparator_offset_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_offset_comparator_bugfix/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_offset_comparator_bugfix/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,evidence-only,historical_bugfix_fixed_only,vbm1_offset_comparator_bugfix,,false,false,false,missing_buggy_fixed_pair;needs_D004_review;missing_prompt_meta_checks_gold_review
vbm1_offset_comparator_dut,offset_comparator,dut,spec-to-va,comparator,no,,comparator_offset_tb:0.67;comparator_offset_search_smoke:0.29,PASS,PASS,1.0,1.0,cmp_offset_ref.va;tb_comparator_offset_ref.scs,cmp_offset_ref.va;tb_comparator_offset_ref.scs,cmp_offset_ref.va;tb_comparator_offset_ref.scs,cmp_offset_ref.va;tb_comparator_offset_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_offset_comparator_dut/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_offset_comparator_dut/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_offset_comparator_dut,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_offset_comparator_e2e,offset_comparator,e2e,end-to-end,comparator,no,,comparator_offset_tb:0.67;comparator_offset_search_smoke:0.29,PASS,PASS,1.0,1.0,cmp_offset_ref.va;tb_comparator_offset_ref.scs,cmp_offset_ref.va;tb_comparator_offset_ref.scs,cmp_offset_ref.va;tb_comparator_offset_ref.scs,cmp_offset_ref.va;tb_comparator_offset_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_offset_comparator_e2e/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_offset_comparator_e2e/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_offset_comparator_e2e,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_offset_comparator_tb,offset_comparator,tb,tb-generation,comparator,no,,comparator_offset_tb:0.67;comparator_offset_search_smoke:0.29,PASS,PASS,1.0,1.0,cmp_offset_ref.va;tb_comparator_offset_ref.scs,cmp_offset_ref.va;tb_comparator_offset_ref.scs,cmp_offset_ref.va;tb_comparator_offset_ref.scs,cmp_offset_ref.va;tb_comparator_offset_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_offset_comparator_tb/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_offset_comparator_tb/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_offset_comparator_tb,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_one_shot_timer_bugfix,one_shot_timer,bugfix,bugfix,analog-events,yes,tasks/bugfix/voltage/analog-events/vbm1_one_shot_timer_bugfix,,PASS,PASS,1.0,1.0,one_shot_timer.va;tb_one_shot_timer_ref.scs,one_shot_timer.va;tb_one_shot_timer_ref.scs,one_shot_timer.va;tb_one_shot_timer_ref.scs,one_shot_timer.va;tb_one_shot_timer_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_one_shot_timer_bugfix/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_one_shot_timer_bugfix/staged,has_exact_task_id,,vabench_task,vabench-main-v1,true-bugfix,reconstructed_badcase,vbm1_one_shot_timer_bugfix,reconstructed,true,true,true,
vbm1_one_shot_timer_dut,one_shot_timer,dut,spec-to-va,analog-events,no,,vbm1_one_shot_timer_bugfix:0.33,PASS,PASS,1.0,1.0,one_shot_timer.va;tb_one_shot_timer_ref.scs,one_shot_timer.va;tb_one_shot_timer_ref.scs,one_shot_timer.va;tb_one_shot_timer_ref.scs,one_shot_timer.va;tb_one_shot_timer_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_one_shot_timer_dut/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_one_shot_timer_dut/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_one_shot_timer_dut,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_one_shot_timer_e2e,one_shot_timer,e2e,end-to-end,analog-events,no,,vbm1_one_shot_timer_bugfix:0.33,PASS,PASS,1.0,1.0,one_shot_timer.va;tb_one_shot_timer_ref.scs,one_shot_timer.va;tb_one_shot_timer_ref.scs,one_shot_timer.va;tb_one_shot_timer_ref.scs,one_shot_timer.va;tb_one_shot_timer_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_one_shot_timer_e2e/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_one_shot_timer_e2e/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_one_shot_timer_e2e,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_one_shot_timer_tb,one_shot_timer,tb,tb-generation,analog-events,no,,vbm1_one_shot_timer_bugfix:0.33,PASS,PASS,1.0,1.0,one_shot_timer.va;tb_one_shot_timer_ref.scs,one_shot_timer.va;tb_one_shot_timer_ref.scs,one_shot_timer.va;tb_one_shot_timer_ref.scs,one_shot_timer.va;tb_one_shot_timer_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_one_shot_timer_tb/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_one_shot_timer_tb/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_one_shot_timer_tb,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_peak_detector_bugfix,peak_detector,bugfix,bugfix,measurement,no,,,PASS,PASS,1.0,1.0,peak_detector.va;tb_peak_detector_ref.scs,peak_detector.va;tb_peak_detector_ref.scs,peak_detector.va;tb_peak_detector_ref.scs,peak_detector.va;tb_peak_detector_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_peak_detector_bugfix/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_peak_detector_bugfix/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,evidence-only,historical_bugfix_fixed_only,vbm1_peak_detector_bugfix,,false,false,false,missing_buggy_fixed_pair;needs_D004_review;missing_prompt_meta_checks_gold_review
vbm1_peak_detector_dut,peak_detector,dut,spec-to-va,measurement,no,,,PASS,PASS,1.0,1.0,peak_detector.va;tb_peak_detector_ref.scs,peak_detector.va;tb_peak_detector_ref.scs,peak_detector.va;tb_peak_detector_ref.scs,peak_detector.va;tb_peak_detector_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_peak_detector_dut/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_peak_detector_dut/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_peak_detector_dut,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_peak_detector_e2e,peak_detector,e2e,end-to-end,measurement,no,,,PASS,PASS,1.0,1.0,peak_detector.va;tb_peak_detector_ref.scs,peak_detector.va;tb_peak_detector_ref.scs,peak_detector.va;tb_peak_detector_ref.scs,peak_detector.va;tb_peak_detector_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_peak_detector_e2e/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_peak_detector_e2e/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_peak_detector_e2e,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_peak_detector_tb,peak_detector,tb,tb-generation,measurement,no,,,PASS,PASS,1.0,1.0,peak_detector.va;tb_peak_detector_ref.scs,peak_detector.va;tb_peak_detector_ref.scs,peak_detector.va;tb_peak_detector_ref.scs,peak_detector.va;tb_peak_detector_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_peak_detector_tb/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_peak_detector_tb/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_peak_detector_tb,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_pfd_reset_race_bugfix,pfd_reset_race,bugfix,bugfix,phase-detector,yes,tasks/bugfix/voltage/phase-detector/vbm1_pfd_reset_race_bugfix,,PASS,PASS,1.0,1.0,pfd_updn.va;tb_pfd_reset_race_ref.scs,pfd_updn.va;tb_pfd_reset_race_ref.scs,pfd_updn.va;tb_pfd_reset_race_ref.scs,pfd_updn.va;tb_pfd_reset_race_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_pfd_reset_race_bugfix/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_pfd_reset_race_bugfix/staged,has_exact_task_id,,vabench_task,vabench-main-v1,true-bugfix,reconstructed_badcase,vbm1_pfd_reset_race_bugfix,reconstructed,true,true,true,
vbm1_pfd_reset_race_dut,pfd_reset_race,dut,spec-to-va,phase-detector,no,,pfd_reset_race_smoke:0.33;vbm1_pfd_reset_race_bugfix:0.33,PASS,PASS,1.0,1.0,pfd_updn.va;tb_pfd_reset_race_ref.scs,pfd_updn.va;tb_pfd_reset_race_ref.scs,pfd_updn.va;tb_pfd_reset_race_ref.scs,pfd_updn.va;tb_pfd_reset_race_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_pfd_reset_race_dut/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_pfd_reset_race_dut/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_pfd_reset_race_dut,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_pfd_reset_race_e2e,pfd_reset_race,e2e,end-to-end,phase-detector,no,,pfd_reset_race_smoke:0.33;vbm1_pfd_reset_race_bugfix:0.33,PASS,PASS,1.0,1.0,pfd_updn.va;tb_pfd_reset_race_ref.scs,pfd_updn.va;tb_pfd_reset_race_ref.scs,pfd_updn.va;tb_pfd_reset_race_ref.scs,pfd_updn.va;tb_pfd_reset_race_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_pfd_reset_race_e2e/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_pfd_reset_race_e2e/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_pfd_reset_race_e2e,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_pfd_reset_race_tb,pfd_reset_race,tb,tb-generation,phase-detector,no,,pfd_reset_race_smoke:0.33;vbm1_pfd_reset_race_bugfix:0.33,PASS,PASS,1.0,1.0,pfd_updn.va;tb_pfd_reset_race_ref.scs,pfd_updn.va;tb_pfd_reset_race_ref.scs,pfd_updn.va;tb_pfd_reset_race_ref.scs,pfd_updn.va;tb_pfd_reset_race_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_pfd_reset_race_tb/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_pfd_reset_race_tb/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_pfd_reset_race_tb,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_precision_rectifier_bugfix,precision_rectifier,bugfix,bugfix,amplifier-filter,no,,,PASS,PASS,1.0,1.0,precision_rectifier.va;tb_precision_rectifier_ref.scs,precision_rectifier.va;tb_precision_rectifier_ref.scs,precision_rectifier.va;tb_precision_rectifier_ref.scs,precision_rectifier.va;tb_precision_rectifier_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_precision_rectifier_bugfix/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_precision_rectifier_bugfix/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,evidence-only,historical_bugfix_fixed_only,vbm1_precision_rectifier_bugfix,,false,false,false,missing_buggy_fixed_pair;needs_D004_review;missing_prompt_meta_checks_gold_review
vbm1_precision_rectifier_dut,precision_rectifier,dut,spec-to-va,amplifier-filter,no,,,PASS,PASS,1.0,1.0,precision_rectifier.va;tb_precision_rectifier_ref.scs,precision_rectifier.va;tb_precision_rectifier_ref.scs,precision_rectifier.va;tb_precision_rectifier_ref.scs,precision_rectifier.va;tb_precision_rectifier_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_precision_rectifier_dut/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_precision_rectifier_dut/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_precision_rectifier_dut,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_precision_rectifier_e2e,precision_rectifier,e2e,end-to-end,amplifier-filter,no,,,PASS,PASS,1.0,1.0,precision_rectifier.va;tb_precision_rectifier_ref.scs,precision_rectifier.va;tb_precision_rectifier_ref.scs,precision_rectifier.va;tb_precision_rectifier_ref.scs,precision_rectifier.va;tb_precision_rectifier_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_precision_rectifier_e2e/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_precision_rectifier_e2e/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_precision_rectifier_e2e,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_precision_rectifier_tb,precision_rectifier,tb,tb-generation,amplifier-filter,no,,,PASS,PASS,1.0,1.0,precision_rectifier.va;tb_precision_rectifier_ref.scs,precision_rectifier.va;tb_precision_rectifier_ref.scs,precision_rectifier.va;tb_precision_rectifier_ref.scs,precision_rectifier.va;tb_precision_rectifier_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_precision_rectifier_tb/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_precision_rectifier_tb/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_precision_rectifier_tb,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_resettable_counter_divider_bugfix,resettable_counter_divider,bugfix,bugfix,digital-logic,no,,,PASS,PASS,1.0,1.0,clk_divider.va;clk_divider_ref.va;tb_clk_divider_ref.scs,clk_divider.va;clk_divider_ref.va;tb_clk_divider_ref.scs,clk_divider.va;clk_divider_ref.va;tb_clk_divider_ref.scs,clk_divider.va;clk_divider_ref.va;tb_clk_divider_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_resettable_counter_divider_bugfix/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_resettable_counter_divider_bugfix/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,evidence-only,historical_bugfix_fixed_only,vbm1_resettable_counter_divider_bugfix,,false,false,false,missing_buggy_fixed_pair;needs_D004_review;missing_prompt_meta_checks_gold_review
vbm1_resettable_counter_divider_dut,resettable_counter_divider,dut,spec-to-va,digital-logic,no,,,PASS,PASS,1.0,1.0,clk_divider.va;clk_divider_ref.va;tb_clk_divider_ref.scs,clk_divider.va;clk_divider_ref.va;tb_clk_divider_ref.scs,clk_divider.va;clk_divider_ref.va;tb_clk_divider_ref.scs,clk_divider.va;clk_divider_ref.va;tb_clk_divider_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_resettable_counter_divider_dut/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_resettable_counter_divider_dut/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_resettable_counter_divider_dut,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_resettable_counter_divider_e2e,resettable_counter_divider,e2e,end-to-end,digital-logic,no,,,PASS,PASS,1.0,1.0,clk_divider.va;clk_divider_ref.va;tb_clk_divider_ref.scs,clk_divider.va;clk_divider_ref.va;tb_clk_divider_ref.scs,clk_divider.va;clk_divider_ref.va;tb_clk_divider_ref.scs,clk_divider.va;clk_divider_ref.va;tb_clk_divider_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_resettable_counter_divider_e2e/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_resettable_counter_divider_e2e/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_resettable_counter_divider_e2e,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_resettable_counter_divider_tb,resettable_counter_divider,tb,tb-generation,digital-logic,no,,,PASS,PASS,1.0,1.0,clk_divider.va;clk_divider_ref.va;tb_clk_divider_ref.scs,clk_divider.va;clk_divider_ref.va;tb_clk_divider_ref.scs,clk_divider.va;clk_divider_ref.va;tb_clk_divider_ref.scs,clk_divider.va;clk_divider_ref.va;tb_clk_divider_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_resettable_counter_divider_tb/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_resettable_counter_divider_tb/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_resettable_counter_divider_tb,,true,true,false,missing_prompt_meta_checks_gold_review
