task_id,backend,raw_status,normalized_status,failure_stage,failure_origin,failure_reason,confidence,blocking,evidence,notes_tail
vbm1_rotating_element_selector_tb,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:6 | gold_dut_include=rotating_element_selector.va | spectre_strict:preflight_pass | returncode=0 | highs={'sel0': 271, 'sel1': 27, 'sel2': 29, 'sel3': 0}"
vbm1_sar_logic_4b_bugfix,evas,PASS,PASS,pass,none,pass,1.0,False,status=PASS,"contract_save_pruned=removed:1,inserted:1,signals:5 | spectre_strict:preflight_pass | returncode=0 | rdy_edges=6 active_bits=4 spans={'dp_dac_0': 1.8, 'dp_dac_1': 1.8, 'dp_dac_2': 1.8, 'dp_dac_3': 1.8}"
vbm1_sar_logic_4b_dut,evas,PASS,PASS,pass,none,pass,1.0,False,status=PASS,"contract_save_pruned=removed:1,inserted:1,signals:5 | spectre_strict:preflight_pass | returncode=0 | rdy_edges=5 active_bits=4 spans={'dp_dac_0': 1.8, 'dp_dac_1': 1.8, 'dp_dac_2': 1.8, 'dp_dac_3': 1.8}"
vbm1_sar_logic_4b_e2e,evas,FAIL_DUT_COMPILE,FAIL,compile_or_elaboration,dut_source,dut_compile_or_elaboration_failure,0.82,True,DUT compile/elaboration failed before a behavior verdict,"contract_save_pruned=removed:1,inserted:1,signals:5 | generated_include=sar_logic_4b.va | spectre_strict:empty_control_branch=sar_logic_4b.va:37:end else if (bit_phase == 1) end else if (bit_phase == 2) end else if (bit_phase == 3) end else if (bit_phase == 4) end else begin"
vbm1_sar_logic_4b_tb,evas,FAIL_TB_COMPILE,FAIL,tb_source_parse,testbench_source,tb_source_or_netlist_parse,0.95,True,testbench/source parser rejected source syntax or waveform syntax,"contract_save_pruned=removed:1,inserted:1,signals:5 | gold_dut_include=sar_logic_4b.va | spectre_strict:preflight_pass | returncode=1 | ERROR: Invalid source VDCOMP: VDCOMP: PWL wave must contain at least one time/value pair | tran.csv missing"
vbm1_segmented_dac_bugfix,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:6 | spectre_strict:preflight_pass | returncode=0 | vals=[0.0, 0.465, 0.232, 0.813, 0.203]"
vbm1_segmented_dac_dut,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:6 | spectre_strict:preflight_pass | returncode=0 | vals=[0.0, 0.15, 0.3, 0.6, 0.45]"
vbm1_segmented_dac_e2e,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:6 | generated_include=segmented_dac.va | spectre_strict:preflight_pass | returncode=0 | vals=[1.029, 0.686, 0.171, 0.514, 0.686]"
vbm1_segmented_dac_tb,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:6 | gold_dut_include=segmented_dac.va | spectre_strict:preflight_pass | returncode=0 | vals=[1.0, 0.4, 0.333, 1.0, 0.667]"
vbm1_settling_time_measurement_tb_bugfix,evas,FAIL_DUT_COMPILE,FAIL,source_semantics_preflight,dut_source,conditional_transition_semantics,0.95,True,transition() appears inside conditional/event/loop/case control flow,"contract_save_pruned=removed:1,inserted:1,signals:3 | spectre_strict:conditional_transition=settling_time_measurement_tb.va"
vbm1_settling_time_measurement_tb_dut,evas,FAIL_DUT_COMPILE,FAIL,source_semantics_preflight,dut_source,conditional_transition_semantics,0.95,True,transition() appears inside conditional/event/loop/case control flow,"contract_save_pruned=removed:1,inserted:1,signals:3 | spectre_strict:conditional_transition=settling_time_measurement_tb.va"
vbm1_settling_time_measurement_tb_e2e,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:3 | generated_include=settling_time_measurement_tb.va | spectre_strict:preflight_pass | returncode=0 | early=1.000 late=1.000 done=1.000"
vbm1_settling_time_measurement_tb_tb,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,gold_dut_include=settling_time_measurement_tb.va | spectre_strict:preflight_pass | returncode=0 | early=0.916 late=1.196 done=0.900
vbm1_slew_rate_limiter_bugfix,evas,FAIL_DUT_COMPILE,FAIL,compile_or_elaboration,dut_source,dut_compile_or_elaboration_failure,0.82,True,DUT compile/elaboration failed before a behavior verdict,"contract_save_pruned=removed:1,inserted:1,signals:2 | spectre_strict:embedded_declaration=slew_rate_limiter.va:27:real dt;,slew_rate_limiter.va:28:real dv;,slew_rate_limiter.va:29:real max_dv;,slew_rate_limiter.va:30:real target;"
vbm1_slew_rate_limiter_dut,evas,FAIL_DUT_COMPILE,FAIL,compile_or_elaboration,dut_source,dut_compile_or_elaboration_failure,0.82,True,DUT compile/elaboration failed before a behavior verdict,"contract_save_pruned=removed:1,inserted:1,signals:2 | spectre_strict:embedded_declaration=slew_rate_limiter.va:24:real dt, dv, max_change, v_target;"
vbm1_slew_rate_limiter_e2e,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:2 | generated_include=slew_rate_limiter.va | spectre_strict:preflight_pass | returncode=0 | early=1.800 late=1.322"
vbm1_slew_rate_limiter_tb,evas,FAIL_TB_COMPILE,FAIL,tb_source_parse,testbench_source,tb_source_or_netlist_parse,0.95,True,testbench/source parser rejected source syntax or waveform syntax,gold_dut_include=slew_rate_limiter.va | spectre_strict:uncontinued_multiline_source=8:V1 (vin 0) vsource type=pwl wave=[
vbm1_strongarm_comparator_behavior_bugfix,evas,PASS,PASS,pass,none,pass,1.0,False,status=PASS,"contract_save_pruned=removed:1,inserted:1,signals:6 | spectre_strict:preflight_pass | returncode=0 | reset_outp_max=0.000 reset_outn_max=0.000 high_outp=1.000 high_outn=1.000 low_outp=0.985 low_outn=0.985"
vbm1_strongarm_comparator_behavior_dut,evas,FAIL_DUT_COMPILE,FAIL,source_semantics_preflight,dut_source,conditional_transition_semantics,0.95,True,transition() appears inside conditional/event/loop/case control flow,"contract_save_pruned=removed:1,inserted:1,signals:5 | spectre_strict:conditional_transition=cmp_strongarm.va"
vbm1_strongarm_comparator_behavior_e2e,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:5 | generated_include=cmp_strongarm.va | spectre_strict:preflight_pass | returncode=0 | pre_high_frac=0.000 post_low_frac=0.000"
vbm1_strongarm_comparator_behavior_tb,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:5 | gold_dut_include=cmp_strongarm.va | spectre_strict:preflight_pass | returncode=0 | insufficient_toggle out_p_span=0.000 out_n_span=0.000"
vbm1_thermometer_dac_bugfix,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:5 | spectre_strict:preflight_pass | returncode=0 | samples=[(0, 0.0), (2, 0.06), (4, 0.06), (6, 0.12), (8, 0.06), (10, 0.12), (12, 0.12), (15, 0.24)] span=0.240 max_err=0.660 mono=False"
vbm1_thermometer_dac_dut,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:5 | spectre_strict:preflight_pass | returncode=0 | samples=[(0, 0.0), (2, 0.06), (4, 0.06), (6, 0.12), (8, 0.06), (10, 0.12), (12, 0.12), (15, 0.24)] span=0.240 max_err=0.660 mono=False"
vbm1_thermometer_dac_e2e,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:5 | generated_include=thermometer_dac_4b.va | spectre_strict:preflight_pass | returncode=0 | samples=[(8, 0.12), (14, 0.36), (11, 0.36), (13, 0.36), (8, 0.12), (14, 0.36), (11, 0.36), (13, 0.36)] span=0.240 max_err=0.480 mono=True"
vbm1_thermometer_dac_tb,evas,FAIL_TB_COMPILE,FAIL,tb_source_parse,testbench_source,tb_source_or_netlist_parse,0.95,True,testbench/source parser rejected source syntax or waveform syntax,returncode=1 | ERROR: Invalid source Vcode0: Vcode0: PWL wave must contain at least one time/value pair | ERROR: Invalid source Vcode1: Vcode1: PWL wave must contain at least one time/value pair | ERROR: Invalid source Vcode2: Vcode2: PWL wave must contain at least one time/value pair | ERROR: Invalid source Vcode3: Vcode3: PWL wave must contain at least one time/value pair | tran.csv missing
vbm1_thermometer_decoder_guarded_bugfix,evas,FAIL_DUT_COMPILE,FAIL,source_semantics_preflight,dut_source,conditional_transition_semantics,0.95,True,transition() appears inside conditional/event/loop/case control flow,"contract_save_pruned=removed:1,inserted:1,signals:7 | spectre_strict:conditional_transition=thermometer_decoder_guarded.va"
vbm1_thermometer_decoder_guarded_dut,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:7 | spectre_strict:preflight_pass | returncode=0 | off=0.000 th1=0.000 th2=0.000 th3=0.000"
vbm1_thermometer_decoder_guarded_e2e,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:7 | generated_include=thermometer_decoder_guarded.va | spectre_strict:preflight_pass | returncode=0 | off=1.555 th1=1.800 th2=0.764 th3=0.764"
vbm1_thermometer_decoder_guarded_tb,evas,FAIL_SIM_CORRECTNESS,FAIL,waveform_missing,spectre_backend,missing_waveform,0.88,True,simulation did not produce a usable transient waveform CSV,"contract_save_pruned=removed:1,inserted:1,signals:7 | gold_dut_include=thermometer_decoder_guarded.va | spectre_strict:preflight_pass | returncode=1 | ERROR: Model capacitor not found (available: ['thermometer_decoder_guarded']) | tran.csv missing"
vbm1_track_hold_aperture_bugfix,evas,PASS,PASS,pass,none,pass,1.0,False,status=PASS,"contract_save_pruned=removed:1,inserted:1,signals:3 | spectre_strict:preflight_pass | returncode=0 | edges=7 checked=6 mismatches=0 hold_failures=0"
vbm1_track_hold_aperture_dut,evas,PASS,PASS,pass,none,pass,1.0,False,status=PASS,"contract_save_pruned=removed:1,inserted:1,signals:3 | spectre_strict:preflight_pass | returncode=0 | edges=7 checked=6 mismatches=0 hold_failures=0"
vbm1_track_hold_aperture_e2e,evas,FAIL_TB_COMPILE,FAIL,tb_source_parse,testbench_source,tb_source_or_netlist_parse,0.95,True,testbench/source parser rejected source syntax or waveform syntax,"contract_save_pruned=removed:1,inserted:1,signals:3 | generated_include=sample_hold_aperture_ref.va | spectre_strict:preflight_pass | returncode=1 | ERROR: Invalid source Vvin: Vvin: PWL wave must contain at least one time/value pair | tran.csv missing"
vbm1_track_hold_aperture_tb,evas,FAIL_TB_COMPILE,FAIL,tb_source_parse,testbench_source,tb_source_or_netlist_parse,0.95,True,testbench/source parser rejected source syntax or waveform syntax,"contract_save_pruned=removed:1,inserted:1,signals:3 | gold_dut_include=sample_hold_aperture_ref.va | spectre_strict:preflight_pass | returncode=1 | ERROR: Invalid source Vvin: Vvin: PWL wave must contain at least one time/value pair | tran.csv missing"
vbm1_vco_phase_integrator_bugfix,evas,FAIL_DUT_COMPILE,FAIL,source_semantics_preflight,dut_source,conditional_transition_semantics,0.95,True,transition() appears inside conditional/event/loop/case control flow,"contract_save_pruned=removed:1,inserted:1,signals:3 | spectre_strict:conditional_transition=vco_phase_integrator.va"
vbm1_vco_phase_integrator_dut,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:3 | spectre_strict:preflight_pass | returncode=0 | early_edges=22 late_edges=0 phase_span=570378.500"
vbm1_vco_phase_integrator_e2e,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:3 | generated_include=vco_phase_integrator.va | spectre_strict:preflight_pass | returncode=0 | early_edges=479 late_edges=400 phase_span=0.852"
vbm1_vco_phase_integrator_tb,evas,PASS,PASS,pass,none,pass,1.0,False,status=PASS,"contract_save_pruned=removed:1,inserted:1,signals:3 | gold_dut_include=vco_phase_integrator.va | spectre_strict:preflight_pass | returncode=0 | early_edges=4 late_edges=4 phase_span=0.989"
vbm1_voltage_clamp_bugfix,evas,PASS,PASS,pass,none,pass,1.0,False,status=PASS,spectre_strict:preflight_pass | returncode=0 | low_clamp_ok=1 | mid_follow_ok=1 | high_clamp_ok=1 | max_err=0.0011
vbm1_voltage_clamp_dut,evas,FAIL_TB_COMPILE,FAIL,interface_preflight,interface_contract,interface_source_drive,0.98,True,source drives a port that is classified as DUT-driven/output,"contract_save_pruned=removed:1,inserted:1,signals:2 | generated_dut_staged_as=dut.va | spectre_strict:sourced_port_voltage_drive=10:XDUT:voltage_clamp:clamped_level->vdd"
vbm1_voltage_clamp_e2e,evas,PASS,PASS,pass,none,pass,1.0,False,status=PASS,spectre_strict:preflight_pass | returncode=0 | low_clamp_ok=1 | mid_follow_ok=1 | high_clamp_ok=1 | max_err=0
vbm1_voltage_clamp_tb,evas,FAIL_TB_COMPILE,FAIL,tb_source_parse,testbench_source,tb_source_or_netlist_parse,0.95,True,testbench/source parser rejected source syntax or waveform syntax,"contract_save_pruned=removed:1,inserted:1,signals:2 | gold_dut_include=dut.va | spectre_strict:uncontinued_multiline_source=9:Vraw (raw_level 0) vsource type=pwl wave=["
